,t0_smooth_or_featured__features_or_disk,t0_smooth_or_featured__smooth,t0_smooth_or_featured__star_artifact_or_bad_zoom,t1_how_rounded_is_it__cigarshaped,t1_how_rounded_is_it__in_between,t1_how_rounded_is_it__completely_round,t2_could_this_be_a_disk_viewed_edgeon__yes_edge_on_disk,t2_could_this_be_a_disk_viewed_edgeon__no_something_else,t3_edge_on_bulge_what_shape__boxy,t3_edge_on_bulge_what_shape__no_bulge,t3_edge_on_bulge_what_shape__rounded,t4_is_there_a_bar__no_bar,t4_is_there_a_bar__strong_bar,t4_is_there_a_bar__weak_bar,t5_is_there_any_spiral_arm_pattern__yes,t5_is_there_any_spiral_arm_pattern__no,t6_spiral_how_tightly_wound__loose,t6_spiral_how_tightly_wound__medium,t6_spiral_how_tightly_wound__tight,t7_how_many_spiral_arms_are_there__1,t7_how_many_spiral_arms_are_there__2,t7_how_many_spiral_arms_are_there__3,t7_how_many_spiral_arms_are_there__4,t7_how_many_spiral_arms_are_there__more_than_4,t7_how_many_spiral_arms_are_there__cant_tell,t8_not_edge_on_bulge__dominant,t8_not_edge_on_bulge__moderate,t8_not_edge_on_bulge__no_bulge,t8_not_edge_on_bulge__large,t8_not_edge_on_bulge__small,t11_is_the_galaxy_merging_or_disturbed__major_disturbance,t11_is_the_galaxy_merging_or_disturbed__merging,t11_is_the_galaxy_merging_or_disturbed__minor_disturbance,t11_is_the_galaxy_merging_or_disturbed__none,t12_are_there_any_obvious_bright_clumps__yes,t12_are_there_any_obvious_bright_clumps__no,t19_what_problem_do___e_with_the_image__nonstar_artifact,t19_what_problem_do___e_with_the_image__bad_image_zoom,t19_what_problem_do___e_with_the_image__star,id_str,file_loc
443,6.0,17.0,9.0,0.0,15.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,8.0,13.0,2.0,4.0,0.0,7.0,2.0,1195,/scratch/ydong/stamps/demo_F444W/F444W_1195.jpg
444,2.0,17.0,7.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,8.0,0.0,2.0,0.0,7.0,0.0,1255,/scratch/ydong/stamps/demo_F444W/F444W_1255.jpg
445,19.0,5.0,7.0,2.0,3.0,0.0,3.0,16.0,1.0,0.0,2.0,15.0,1.0,0.0,2.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,2.0,2.0,5.0,12.0,4.0,3.0,17.0,2.0,2.0,5.0,0.0,1273,/scratch/ydong/stamps/demo_F444W/F444W_1273.jpg
446,9.0,9.0,9.0,1.0,8.0,0.0,1.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,14.0,0.0,2.0,9.0,0.0,2.0,6.0,1.0,1270,/scratch/ydong/stamps/demo_F444W/F444W_1270.jpg
447,5.0,15.0,8.0,0.0,8.0,7.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,7.0,7.0,2.0,3.0,0.0,4.0,4.0,1293,/scratch/ydong/stamps/demo_F444W/F444W_1293.jpg
448,22.0,9.0,1.0,0.0,8.0,1.0,0.0,22.0,0.0,0.0,0.0,13.0,2.0,7.0,20.0,2.0,9.0,8.0,3.0,7.0,11.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,3.0,4.0,20.0,0.0,7.0,4.0,4.0,18.0,0.0,0.0,1.0,1263,/scratch/ydong/stamps/demo_F444W/F444W_1263.jpg
449,5.0,16.0,4.0,2.0,12.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,13.0,0.0,5.0,0.0,4.0,0.0,1217,/scratch/ydong/stamps/demo_F444W/F444W_1217.jpg
450,2.0,17.0,10.0,0.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,15.0,1.0,1.0,2.0,4.0,4.0,1200,/scratch/ydong/stamps/demo_F444W/F444W_1200.jpg
451,15.0,8.0,4.0,1.0,6.0,1.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,6.0,5.0,2.0,10.0,13.0,2.0,1.0,3.0,0.0,1201,/scratch/ydong/stamps/demo_F444W/F444W_1201.jpg
452,19.0,7.0,4.0,0.0,5.0,2.0,0.0,19.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,2.0,9.0,3.0,4.0,10.0,18.0,1.0,2.0,1.0,1.0,1203,/scratch/ydong/stamps/demo_F444W/F444W_1203.jpg
453,7.0,20.0,7.0,15.0,5.0,0.0,6.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,9.0,14.0,0.0,7.0,1.0,6.0,0.0,1319,/scratch/ydong/stamps/demo_F444W/F444W_1319.jpg
454,2.0,13.0,18.0,0.0,2.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,9.0,1.0,1.0,2.0,3.0,13.0,1117,/scratch/ydong/stamps/demo_F444W/F444W_1117.jpg
455,4.0,22.0,4.0,1.0,4.0,17.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,21.0,1.0,3.0,0.0,4.0,0.0,1197,/scratch/ydong/stamps/demo_F444W/F444W_1197.jpg
456,11.0,12.0,9.0,2.0,9.0,1.0,3.0,8.0,0.0,2.0,1.0,7.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,7.0,3.0,9.0,6.0,5.0,0.0,9.0,0.0,1266,/scratch/ydong/stamps/demo_F444W/F444W_1266.jpg
457,2.0,21.0,10.0,15.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,16.0,0.0,2.0,1.0,8.0,1.0,1211,/scratch/ydong/stamps/demo_F444W/F444W_1211.jpg
458,5.0,18.0,11.0,1.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,5.0,1.0,9.0,8.0,4.0,1.0,2.0,9.0,0.0,1208,/scratch/ydong/stamps/demo_F444W/F444W_1208.jpg
459,5.0,14.0,8.0,1.0,12.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,12.0,3.0,3.0,3.0,2.0,1.0,6.0,1.0,1215,/scratch/ydong/stamps/demo_F444W/F444W_1215.jpg
460,11.0,14.0,3.0,13.0,1.0,0.0,10.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,13.0,5.0,6.0,0.0,3.0,0.0,1225,/scratch/ydong/stamps/demo_F444W/F444W_1225.jpg
461,14.0,15.0,5.0,7.0,7.0,1.0,4.0,10.0,2.0,1.0,1.0,7.0,2.0,1.0,4.0,6.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,15.0,8.0,9.0,5.0,0.0,5.0,0.0,1229,/scratch/ydong/stamps/demo_F444W/F444W_1229.jpg
462,30.0,5.0,4.0,0.0,0.0,5.0,1.0,29.0,0.0,0.0,1.0,28.0,0.0,1.0,13.0,16.0,2.0,4.0,7.0,0.0,8.0,1.0,0.0,0.0,4.0,1.0,15.0,1.0,5.0,7.0,3.0,1.0,4.0,27.0,4.0,26.0,0.0,4.0,0.0,1198,/scratch/ydong/stamps/demo_F444W/F444W_1198.jpg
463,1.0,14.0,12.0,1.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,1.0,1.0,4.0,7.0,1231,/scratch/ydong/stamps/demo_F444W/F444W_1231.jpg
464,2.0,18.0,11.0,1.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,12.0,0.0,2.0,0.0,8.0,3.0,1233,/scratch/ydong/stamps/demo_F444W/F444W_1233.jpg
465,1.0,18.0,11.0,1.0,4.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,8.0,0.0,1.0,0.0,8.0,3.0,1236,/scratch/ydong/stamps/demo_F444W/F444W_1236.jpg
466,9.0,17.0,14.0,0.0,5.0,12.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,2.0,1.0,10.0,13.0,0.0,9.0,1.0,8.0,5.0,1226,/scratch/ydong/stamps/demo_F444W/F444W_1226.jpg
467,3.0,19.0,13.0,0.0,10.0,9.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,4.0,10.0,2.0,1.0,2.0,9.0,2.0,1234,/scratch/ydong/stamps/demo_F444W/F444W_1234.jpg
468,5.0,12.0,9.0,2.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0,2.0,4.0,2.0,3.0,1.0,6.0,2.0,1235,/scratch/ydong/stamps/demo_F444W/F444W_1235.jpg
469,3.0,20.0,16.0,15.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,3.0,2.0,14.0,0.0,1245,/scratch/ydong/stamps/demo_F444W/F444W_1245.jpg
470,12.0,4.0,16.0,1.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,8.0,3.0,3.0,2.0,7.0,5.0,3.0,11.0,2.0,1251,/scratch/ydong/stamps/demo_F444W/F444W_1251.jpg
471,2.0,17.0,19.0,0.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,4.0,9.0,1.0,1.0,2.0,10.0,7.0,1298,/scratch/ydong/stamps/demo_F444W/F444W_1298.jpg
472,0.0,12.0,11.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,10.0,1.0,1260,/scratch/ydong/stamps/demo_F444W/F444W_1260.jpg
473,3.0,10.0,13.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,4.0,1.0,2.0,1.0,6.0,6.0,1261,/scratch/ydong/stamps/demo_F444W/F444W_1261.jpg
474,12.0,11.0,15.0,0.0,6.0,5.0,1.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,15.0,0.0,3.0,5.0,3.0,9.0,1.0,9.0,5.0,1258,/scratch/ydong/stamps/demo_F444W/F444W_1258.jpg
475,27.0,1.0,1.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,18.0,0.0,8.0,26.0,0.0,0.0,11.0,15.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,15.0,7.0,0.0,12.0,9.0,2.0,25.0,0.0,0.0,1.0,1257,/scratch/ydong/stamps/demo_F444W/F444W_1257.jpg
476,4.0,15.0,9.0,9.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,13.0,3.0,1.0,0.0,8.0,1.0,1275,/scratch/ydong/stamps/demo_F444W/F444W_1275.jpg
477,3.0,11.0,12.0,1.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,3.0,0.0,8.0,4.0,1268,/scratch/ydong/stamps/demo_F444W/F444W_1268.jpg
478,5.0,18.0,3.0,4.0,14.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,13.0,8.0,1.0,4.0,1.0,2.0,0.0,1267,/scratch/ydong/stamps/demo_F444W/F444W_1267.jpg
479,18.0,9.0,2.0,8.0,1.0,0.0,18.0,0.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,19.0,4.0,14.0,1.0,1.0,0.0,1274,/scratch/ydong/stamps/demo_F444W/F444W_1274.jpg
480,16.0,14.0,8.0,4.0,9.0,1.0,4.0,12.0,1.0,1.0,2.0,11.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,11.0,6.0,10.0,15.0,1.0,1.0,6.0,1.0,1277,/scratch/ydong/stamps/demo_F444W/F444W_1277.jpg
481,6.0,14.0,9.0,10.0,4.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,4.0,10.0,2.0,4.0,0.0,8.0,1.0,1322,/scratch/ydong/stamps/demo_F444W/F444W_1322.jpg
482,6.0,14.0,5.0,1.0,11.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,15.0,1.0,5.0,1.0,4.0,0.0,1271,/scratch/ydong/stamps/demo_F444W/F444W_1271.jpg
483,8.0,16.0,11.0,12.0,4.0,0.0,2.0,6.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,7.0,15.0,1.0,7.0,3.0,7.0,1.0,1283,/scratch/ydong/stamps/demo_F444W/F444W_1283.jpg
484,19.0,6.0,7.0,0.0,4.0,2.0,1.0,18.0,0.0,0.0,1.0,10.0,1.0,7.0,9.0,9.0,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0,5.0,1.0,3.0,18.0,0.0,4.0,7.0,12.0,2.0,5.0,0.0,1297,/scratch/ydong/stamps/demo_F444W/F444W_1297.jpg
485,10.0,5.0,5.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,7.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,4.0,2.0,12.0,1.0,0.0,9.0,1.0,0.0,4.0,1.0,1280,/scratch/ydong/stamps/demo_F444W/F444W_1280.jpg
486,19.0,10.0,7.0,9.0,1.0,0.0,18.0,1.0,3.0,2.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,10.0,9.0,10.0,1.0,6.0,0.0,1285,/scratch/ydong/stamps/demo_F444W/F444W_1285.jpg
487,8.0,15.0,14.0,0.0,8.0,7.0,3.0,5.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,6.0,8.0,5.0,3.0,4.0,9.0,1.0,1281,/scratch/ydong/stamps/demo_F444W/F444W_1281.jpg
488,1.0,13.0,11.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0,0.0,1.0,0.0,9.0,2.0,1287,/scratch/ydong/stamps/demo_F444W/F444W_1287.jpg
489,1.0,6.0,17.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,8.0,7.0,1290,/scratch/ydong/stamps/demo_F444W/F444W_1290.jpg
490,8.0,9.0,7.0,0.0,7.0,2.0,1.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,7.0,8.0,0.0,0.0,6.0,1.0,1292,/scratch/ydong/stamps/demo_F444W/F444W_1292.jpg
491,9.0,14.0,4.0,14.0,0.0,0.0,5.0,4.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,4.0,4.0,10.0,3.0,6.0,0.0,4.0,0.0,1314,/scratch/ydong/stamps/demo_F444W/F444W_1314.jpg
492,3.0,14.0,11.0,0.0,14.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,9.0,1.0,2.0,1.0,9.0,1.0,1299,/scratch/ydong/stamps/demo_F444W/F444W_1299.jpg
493,7.0,9.0,15.0,0.0,5.0,4.0,2.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,8.0,1.0,2.0,6.0,1.0,2.0,13.0,0.0,1296,/scratch/ydong/stamps/demo_F444W/F444W_1296.jpg
494,3.0,14.0,8.0,0.0,12.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,10.0,4.0,2.0,1.0,2.0,0.0,8.0,0.0,1305,/scratch/ydong/stamps/demo_F444W/F444W_1305.jpg
495,3.0,10.0,16.0,1.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,3.0,2.0,1.0,1.0,10.0,5.0,1309,/scratch/ydong/stamps/demo_F444W/F444W_1309.jpg
496,9.0,10.0,3.0,1.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,3.0,9.0,2.0,5.0,6.0,3.0,1.0,2.0,0.0,1306,/scratch/ydong/stamps/demo_F444W/F444W_1306.jpg
497,10.0,18.0,9.0,2.0,15.0,1.0,1.0,9.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,2.0,1.0,7.0,18.0,9.0,1.0,1.0,7.0,1.0,1316,/scratch/ydong/stamps/demo_F444W/F444W_1316.jpg
498,1.0,17.0,10.0,0.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,1.0,1.0,8.0,1.0,1317,/scratch/ydong/stamps/demo_F444W/F444W_1317.jpg
499,8.0,10.0,3.0,3.0,7.0,0.0,1.0,7.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,4.0,11.0,3.0,0.0,7.0,1.0,0.0,3.0,0.0,1279,/scratch/ydong/stamps/demo_F444W/F444W_1279.jpg
500,10.0,10.0,7.0,1.0,8.0,1.0,1.0,9.0,0.0,1.0,0.0,8.0,0.0,1.0,4.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,6.0,7.0,3.0,4.0,10.0,0.0,1.0,6.0,0.0,1278,/scratch/ydong/stamps/demo_F444W/F444W_1278.jpg
501,13.0,13.0,8.0,0.0,10.0,3.0,2.0,11.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,4.0,9.0,5.0,8.0,10.0,3.0,1.0,6.0,1.0,1321,/scratch/ydong/stamps/demo_F444W/F444W_1321.jpg
502,10.0,10.0,6.0,3.0,5.0,2.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,7.0,9.0,1.0,0.0,5.0,1.0,1332,/scratch/ydong/stamps/demo_F444W/F444W_1332.jpg
503,4.0,16.0,7.0,0.0,10.0,6.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,6.0,9.0,1.0,3.0,1.0,5.0,1.0,1333,/scratch/ydong/stamps/demo_F444W/F444W_1333.jpg
504,24.0,5.0,3.0,0.0,0.0,5.0,0.0,24.0,0.0,0.0,0.0,15.0,3.0,6.0,24.0,0.0,3.0,3.0,18.0,1.0,10.0,7.0,2.0,0.0,4.0,0.0,15.0,0.0,3.0,6.0,6.0,5.0,6.0,12.0,5.0,19.0,0.0,2.0,1.0,1328,/scratch/ydong/stamps/demo_F444W/F444W_1328.jpg
505,14.0,12.0,7.0,12.0,0.0,0.0,12.0,2.0,2.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,19.0,3.0,11.0,0.0,7.0,0.0,1329,/scratch/ydong/stamps/demo_F444W/F444W_1329.jpg
506,14.0,11.0,10.0,1.0,2.0,8.0,1.0,13.0,0.0,0.0,1.0,9.0,1.0,3.0,6.0,7.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,5.0,2.0,6.0,12.0,2.0,12.0,2.0,7.0,1.0,1337,/scratch/ydong/stamps/demo_F444W/F444W_1337.jpg
507,8.0,8.0,6.0,6.0,2.0,0.0,6.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,1.0,1340,/scratch/ydong/stamps/demo_F444W/F444W_1340.jpg
508,5.0,18.0,9.0,0.0,8.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,22.0,3.0,2.0,0.0,6.0,3.0,1341,/scratch/ydong/stamps/demo_F444W/F444W_1341.jpg
509,2.0,17.0,9.0,0.0,1.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,14.0,1.0,1.0,0.0,5.0,4.0,1345,/scratch/ydong/stamps/demo_F444W/F444W_1345.jpg
510,8.0,13.0,11.0,0.0,11.0,2.0,3.0,5.0,2.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,9.0,8.0,0.0,8.0,0.0,9.0,2.0,1351,/scratch/ydong/stamps/demo_F444W/F444W_1351.jpg
